species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_mya,vol.v,Ven_ref_fixed,Ven_refs,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,ld50_ref_fix,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Naja_naja,150,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,251.7,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",vol.from.Broad.1979.and.Minton.1974,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,0.75,iv,mouse,Theakston.and.Reid.1983,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89
Naja_naja,150,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",670,251.7,189,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",vol.from.Broad.1979.and.Minton.1974,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,0.624,sc,mouse,"Sc.ld50.fromBrown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7and Broad.et.al.1979.... Volume from Minton, Minton, SA, MR (1969). Venomous Reptiles. USA: New York Charles Scribner's Sons.[page needed]. and Broad.et.al.1979.0.565","Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",5,0,5,36,36,0,18,no,"Mao, S.H., 1970. Food of the common venomous snakes of Taiwan. Herpetologica, pp.45-48.",69.89
Naja_nigricollis,282,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",3060,186.2,275,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",average.vol.from.Minton.1974.max.from.range.given,terrestrial,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",1,1.27,iv,mouse,Theakston.and.Reid.1983,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,0,12.2,36.6,11,0,40.2,no,"Luiselli, L., Angelici, F.M. and Akani, G.C., 2002. Comparative feeding strategies and dietary plasticity of the sympatric cobras Naja melanoleuca and Naja nigricollis in three diverging Afrotropical habitats. Canadian Journal of Zoology, 80(1), pp.55-63.",71.64
Naja_nivea,187,"Phelps, T. ""Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa"". Herpetological Bulletin. Cape Reptile Institute. Retrieved 19 January 2012.",1138,184.5,125,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",average.vol.from.Minton.check.max.again,terrestrial,no,"spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,0.72,sc,mouse,Brown (1973),"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",0,0,21,32,4,0,43,no,"Shine, R., Branch, W.R., Webb, J.K., Harlow, P.S., Shine, T. and Keogh, J.S., 2007. Ecology of cobras from southern Africa. Journal of Zoology, 272(2), pp.183-193.; Phelps, T., 2007. Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa. Herpetological bulletin, (99), pp.29-35.",166.69
Natrix_tessellata,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",132,399.2,2,"Weinstein, S.A. and Kardong, K.V., 1994. Properties of Duvernoy's secretions from opisthoglyphous and aglyphous colubrid snakes. Toxicon, 32(10), pp.1161-1185.",max form Weinstein and Kardong taken from a single galnd so double here,aquatic,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",3,25,iv,mouse,Mackessy.2002,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",96.9,0,3.1,0,0,0,0,no,"Luiselli, L., Capizzi, D., Filippi, E., Anibaldi, C., Rugiero, L. and Capula, M., 2007. Comparative diets of three populations of an aquatic snake (Natrix tessellata, Colubridae) from Mediterranean streams with different hydric regimes. Copeia, 2007(2), pp.426-435.",70.21
Oxyuranus_microlepidotus,250,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",2290,0,53,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.; Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.",max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006,terrestrial,no,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,0.025,sc,mouse,Broad et al 1979,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,0,0,0,0,100,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",88.61
Oxyuranus_scutellatus,336,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4666,2.8,138,"Garnet J.R. (1970) Venomous Australian Animals Dangerous to Man. Commonwealth Serum Laboratories, Parkville, Victoria.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ","max.vo.from.vol.Engelmann, Wolf-Eberhard (1981). Snakes: Biology, Behavior, and Relationship to Man. Leipzig; English version NY, USA: Leipzig Publishing; English version published by Exeter Books (1982). p. 51. ISBN 0-89673-110-3.Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006. Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006",terrestrial,no,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,0.013,iv,mouse,"LD50.Zug, George R. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C., USA: Smithsonian Institution Scholarly Press. ISBN 1-56098-648-4. and Meier.and.White.(0.025)","Zug, GR. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C..andGopalkrishnakone ; Chou, P; LM (1996). Snakes of Medical Importance (Asia-Pacific Region). Singapore: National University of Singapore.",0,0,0,0,0.947368421,0,0.947368421,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",346.34
Oxyuranus_scutellatus,336,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4666,2.8,138,"Garnet J.R. (1970) Venomous Australian Animals Dangerous to Man. Commonwealth Serum Laboratories, Parkville, Victoria.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ","max.vo.from.vol.Engelmann, Wolf-Eberhard (1981). Snakes: Biology, Behavior, and Relationship to Man. Leipzig; English version NY, USA: Leipzig Publishing; English version published by Exeter Books (1982). p. 51. ISBN 0-89673-110-3.Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006. Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006",terrestrial,no,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,0.106,sc,mouse,"LD50.Zug, George R. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C., USA: Smithsonian Institution Scholarly Press. ISBN 1-56098-648-4. and Meier.and.White.(0.025)","Zug, GR. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C..andGopalkrishnakone ; Chou, P; LM (1996). Snakes of Medical Importance (Asia-Pacific Region). Singapore: National University of Singapore.",0,0,0,0,0.947368421,0,0.947368421,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",346.34
Oxyuranus_scutellatus,336,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4666,0.2,138,"Garnet J.R. (1970) Venomous Australian Animals Dangerous to Man. Commonwealth Serum Laboratories, Parkville, Victoria.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ","max.vo.from.vol.Engelmann, Wolf-Eberhard (1981). Snakes: Biology, Behavior, and Relationship to Man. Leipzig; English version NY, USA: Leipzig Publishing; English version published by Exeter Books (1982). p. 51. ISBN 0-89673-110-3.Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006. Average.vol.from.Garnet.1970.Meier.and.White.1995.and.Minton.1974.and.max from Mirtschin.et.al.2006 aver from Broad et al 1979 and Mirtschin.et.al.2006",terrestrial,no,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,0.009,ip,mouse,"LD50.Zug, George R. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C., USA: Smithsonian Institution Scholarly Press. ISBN 1-56098-648-4. and Meier.and.White.(0.025)","Zug, GR. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C..andGopalkrishnakone ; Chou, P; LM (1996). Snakes of Medical Importance (Asia-Pacific Region). Singapore: National University of Singapore.",0,0,0,0,0.052631579,0,0.947368421,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",346.34
Pelamis_platura,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,400.1,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",vol.from.Pickwellet.al.1972.taken.from.Sea.Snake.Toxinology.vol.taken.from.13.individuals.average.vol.from.Minton.1983.Pickwell.et.al.1972.and.Heatwole.1999,aquatic,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,0.26,iv,mouse,Mackessy and Tu 1993,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA
Pelamis_platura,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,400.1,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",vol.from.Pickwellet.al.1972.taken.from.Sea.Snake.Toxinology.vol.taken.from.13.individuals.average.vol.from.Minton.1983.Pickwell.et.al.1972.and.Heatwole.1999,aquatic,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,0.07,sc,mouse,Mackessy and Tu 1993,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA
Protobothrops_flavoviridis,242,http://en.wikipedia.org/wiki/Trimeresurus_flavoviridis#cite_note-6,6822,349.2,212.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Sawai Y. (1975) Medical treatment of snakebites. 1. Japan and Korea. The Snake, Vol. 7(2), 49-67. ",max.vol.from.Minton.1974.average.between.Sawai.1975.and.Minton.1974,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,4.07,iv,mouse,Brown (1973),"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",0,1,84,10,0,0,5,no,"Creer, S., Chou, W.H., Malhotra, A. and Thorpe, R.S., 2002. Offshore insular variation in the diet of the Taiwanese bamboo viper Trimeresurus stejnegeri (Schmidt). Zoological science, 19(8), pp.907-913.",6.57
Protobothrops_flavoviridis,242,record measure noted in http://en.wikipedia.org/wiki/Trimeresurus_flavoviridis#cite_note-6 and http://zipcodezoo.com/index.php/Protobothrops_flavoviridis,6822,349.2,212.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Sawai Y. (1975) Medical treatment of snakebites. 1. Japan and Korea. The Snake, Vol. 7(2), 49-67. ",max.vol.from.Minton.1974.average.between.Sawai.1975.and.Minton.1974,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,4.9,sc,mouse,Brown (1973),"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",0,1,84,10,0,0,5,no,"Creer, S., Chou, W.H., Malhotra, A. and Thorpe, R.S., 2002. Offshore insular variation in the diet of the Taiwanese bamboo viper Trimeresurus stejnegeri (Schmidt). Zoological science, 19(8), pp.907-913.",6.57
Protobothrops_flavoviridis,242,record measure noted in http://en.wikipedia.org/wiki/Trimeresurus_flavoviridis#cite_note-6 and http://zipcodezoo.com/index.php/Protobothrops_flavoviridis,6822,349.2,212.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Sawai Y. (1975) Medical treatment of snakebites. 1. Japan and Korea. The Snake, Vol. 7(2), 49-67. ",max.vol.from.Minton.1974.average.between.Sawai.1975.and.Minton.1974,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,5.1,ip,mouse,Brown (1973),"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",0,1,84,10,0,0,5,no,"Creer, S., Chou, W.H., Malhotra, A. and Thorpe, R.S., 2002. Offshore insular variation in the diet of the Taiwanese bamboo viper Trimeresurus stejnegeri (Schmidt). Zoological science, 19(8), pp.907-913.",6.57
Protobothrops_mucrosquamatus,116,"Leviton AE, Wogan GOU, Koo MS, Zug GR, Lucas RS, Vindum JV. 2003. The Dangerously Venomous Snakes of Myanmar, Illustrated Checklist with Keys. Proc. Cal. Acad. Sci. 54 (24): 407-462.",803,0,140,"Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30.",average.from.Sawai.1975.,terrestrial,no,"Williams, D. and Wôster, W., 2005. Snakes of Papua New Guinea. Venomous Bites and Stings in Papua New Guinea. Australian Venom Research Unit, Melbourne, pp.33-64.",1,1.18,ip,mouse,Villalta.et.al.2012,"Villalta, M., Pla, D., Yang, S.L., Sanz, L., Segura, A., Vargas, M., Chen, P.Y., Herrera, M., Estrada, R., Cheng, Y.F. and Lee, C.D., 2012. Snake venomics and antivenomics of Protobothrops mucrosquamatus and Viridovipera stejnegeri from Taiwan: keys to understand the variable immune response in horses. Journal of proteomics, 75(18), pp.5628-5645.",0,0,0,0,0,0,100,no,"Orlov, N., Ananjeva, N. and Khalikov, R., 2002. Natural history of pitvipers in Eastern and Southeastern Asia. Biology of the Vipers, pp.345-361",34.61
Pseudechis_australis,275,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",2881,257.6,201,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",max from Mirtschin.et.al.2006 average.vol.from.Mirtschin.et.al.2006.Minton.1974.and.Meier.and.White.1995.,terrestrial,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,2.38,sc,mouse,Broad et al 1979,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,1,20,49,5,2,23,yes,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,118.97
Pseudechis_colletti,200,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",2517,92.8,45,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",max from Mirtschin.et.al.2006 average.from.Mirtschin.et.al.2006.Meier.and.White.1995,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,2.38,sc,mouse,Broad et al 1979,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,25,0,0,0,75,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,9.1
Pseudechis_colletti,200,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",2517,92.8,45,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",max from Mirtschin.et.al.2006 average.from.Mirtschin.et.al.2006.Meier.and.White.1995,terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,1.2,ip,mouse,http://www.drugfuture.com/toxic/q141-q972.html,"Kabara, J.J. and Fischer, G., 1972. Methodology for the isolation of low molecular weight toxins from snake venoms. Toxicon, 10(3), pp.227-238.",0,0,25,0,0,0,75,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,9.1
Pseudechis_guttatus,200,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0524,1338,301.6,45,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",max from Mirtschin.et.al.2006 average.from.Mirtschin.et.al.2006.Meier.and.White.1995,terrestrial,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006). http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0524",1,2.13,sc,mouse,Meier.and.White.1995,"Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton",0,12,40,20,0,0,28,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,8.34
Pseudechis_papuanus,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",2160,0,33.3,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Freeman, M., Kellaway, C.H., 1934. The venom yields of common Australian  poisonous  snakes  in  captivity.  Med.  J.  Aust.  2, 373 _ 377.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton.","sc.ld50.from.Meier.and.White.1995.average.vol.from.Freeman.and.Kellaway.1934.Meier.and.White.1995.Minton.1974; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton.",terrestrial,no,"Williams, D. and Wôster, W., 2005. Snakes of Papua New Guinea. Venomous Bites and Stings in Papua New Guinea. Australian Venom Research Unit, Melbourne, pp.33-64.",1,2.52,sc,mouse,Meier.and.White.1995,"Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton",0,0,0,0,0,0,100,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,NA
Pseudechis_porphyriacus,250,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0525,2290,318.2,55,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton.",max from Mirtschin.et.al.2006 average.from.Mirtschin.et.al.2006.Meier.and.White.1995,terrestrial,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006). http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0525",1,0.5,iv,mouse,Minton & Minton 1969,"Minton, S and Minton, M.R. (1969). Venomous Reptiles. Scribners New York.",0,0,61,31,0,0,8,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,169.16
Pseudechis_porphyriacus,250,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0525,2290,318.2,55,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton.",max from Mirtschin.et.al.2006 average.from.Mirtschin.et.al.2006.Meier.and.White.1995,terrestrial,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006). http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0525",1,2.26,sc,mouse,Minton & Minton 1969 and Broad et al 1979,"Minton, S and Minton, M.R. (1969). Venomous Reptiles. Scribners New York.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,61,31,0,0,8,no,Shine 1987.The evolution of viviparity: ecological correlates of reproductive mode within a genus of Australian snakes (Pseudechis: Elapidae). Copeia 1987:551_563.,169.16
Rhabdophis_tigrinus,170,http://www.toxinology.com/fusebox.cfm?fuseaction=main.snakes.display&id=SN0002,456,371.2,14.5,"Sakai et al. (1983) In : Kochva E. (1987) The origin of snakes and evolution of the venom apparatus. Toxicon, Vol. 25, pp 65-106.",venom.yeild.from.Sawai.et.al.2002.max.is.reported.in.on.http://www.toxinology.com.but.I.cant.find.it.in.paper.,terrestrial,no,"de Queiroz, A. & RodrÍguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.27,iv,mouse,Mackessy.2002,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",0,0,100,0,0,0,0,no,"Hirai, T., 2004. Dietary shifts of frog eating snakes in response to seasonal changes in prey availability. Journal of herpetology, 38(3), pp.455-460.",23.92
